Circuit_Type,No_Of_Transistors,Activity_Factor,Capacitance,Leakage_current,Short_ckt_Current,Short_ckt_Power,Static_Power,Dynamic_Power
OR,6,0.169,7.5386052e-07,1.7797e-08,7.656e-09,7.656e-09,1.7797e-08,6.370121e-08
XOR,10,0.736,9.280666e-08,2.339e-08,1.1188e-08,1.1188e-08,2.339e-08,3.415285e-08
NOR,4,0.437,5.6963949e-07,2.3565e-08,1.5843e-08,1.5843e-08,2.3565e-08,1.2446623e-07
AND,6,0.452,5.5637619e-07,1.3836e-08,1.597e-08,1.597e-08,1.3836e-08,1.2574102e-07
XOR,10,0.316,3.9450119e-07,1.2435e-08,1.4636e-08,1.4636e-08,1.2435e-08,6.233119e-08
Inverter,2,0.611,8.4612544e-07,8.451e-09,7.396e-09,7.396e-09,8.451e-09,2.5849132e-07
Mux,16,0.193,1.432694e-08,1.7918e-08,2.369e-08,2.369e-08,1.7918e-08,1.38255e-09
Inverter,2,0.631,5.2497761e-07,1.3501e-08,9.86e-09,9.86e-09,1.3501e-08,1.6563044e-07
D Flip-Flop,18,0.182,2.2498201e-07,2.3329e-08,5.501e-09,5.501e-09,2.3329e-08,2.047336e-08
OR,6,0.073,7.4606363e-07,6.042e-09,1.3907e-08,1.3907e-08,6.042e-09,2.723132e-08
Mux,16,0.337,5.263675e-08,7.825e-09,1.8748e-08,1.8748e-08,7.825e-09,8.86929e-09
NAND,4,0.239,8.3323914e-07,7.971e-09,4.05e-10,4.05e-10,7.971e-09,9.957208e-08
XOR,10,0.89,8.397113e-07,2.0169e-08,6.981e-09,6.981e-09,2.0169e-08,3.7367153e-07
NAND,4,0.064,8.3453735e-07,2.566e-09,2.0642e-08,2.0642e-08,2.566e-09,2.67052e-08
Inverter,2,0.185,1.6104284e-07,1.1446e-08,1.2725e-08,1.2725e-08,1.1446e-08,1.489646e-08
NOR,4,0.553,6.3410245e-07,1.0747e-08,1.0271e-08,1.0271e-08,1.0747e-08,1.7532933e-07
NOR,4,0.486,2.422369e-08,1.921e-09,2.3279e-08,2.3279e-08,1.921e-09,5.88636e-09
OR,6,0.055,8.4948297e-07,1.0329e-08,2.329e-09,2.329e-09,1.0329e-08,2.336078e-08
Inverter,2,0.017,7.2574544e-07,1.2883e-08,1.5428e-08,1.5428e-08,1.2883e-08,6.16884e-09
XNOR,10,0.988,5.3584219e-07,1.721e-09,8.62e-09,8.62e-09,1.721e-09,2.6470604e-07
Mux,16,0.662,7.3328552e-07,1.2796e-08,1.864e-09,1.864e-09,1.2796e-08,2.4271751e-07
XOR,10,0.372,1.0338086e-07,2.3985e-08,5.422e-09,5.422e-09,2.3985e-08,1.922884e-08
NOR,4,0.476,5.3336927e-07,2.4475e-08,1.5736e-08,1.5736e-08,2.4475e-08,1.2694189e-07
NOR,4,0.274,2.9836373e-07,1.3339e-08,8.04e-10,8.04e-10,1.3339e-08,4.087583e-08
NAND,4,0.351,9.7289327e-07,1.2926e-08,1.4847e-08,1.4847e-08,1.2926e-08,1.7074277e-07
NAND,4,0.653,8.5854677e-07,7.209e-09,2.3926e-08,2.3926e-08,7.209e-09,2.8031552e-07
D Flip-Flop,18,0.884,7.3594294e-07,2.4928e-08,1.9898e-08,1.9898e-08,2.4928e-08,3.2528678e-07
XNOR,10,0.192,9.3441016e-07,6.928e-09,8.705e-09,8.705e-09,6.928e-09,8.970338e-08
NAND,4,0.842,3.5337487e-07,1.1377e-08,3.541e-09,3.541e-09,1.1377e-08,1.4877082e-07
NAND,4,0.13,9.018711e-07,1.73e-10,1.168e-08,1.168e-08,1.73e-10,5.862162e-08
Mux,16,0.223,3.3198585e-07,8.796e-09,9.884e-09,9.884e-09,8.796e-09,3.701642e-08
NAND,4,0.047,7.3546875e-07,1.879e-09,2.4296e-08,2.4296e-08,1.879e-09,1.728352e-08
XOR,10,0.149,7.3905274e-07,1.8621e-08,2.4748e-08,2.4748e-08,1.8621e-08,5.505943e-08
Mux,16,0.918,2.816638e-08,1.4069e-08,1.0324e-08,1.0324e-08,1.4069e-08,1.292837e-08
D Flip-Flop,18,0.465,3.674491e-07,1.4347e-08,3.805e-09,3.805e-09,1.4347e-08,8.543192e-08
Inverter,2,0.087,2.923835e-08,7.234e-09,2.2774e-08,2.2774e-08,7.234e-09,1.27187e-09
Mux,16,0.96,9.971211e-07,2.0391e-08,1.9859e-08,1.9859e-08,2.0391e-08,4.7861813e-07
Inverter,2,0.88,1.3097479e-07,1.81e-10,1.2831e-08,1.2831e-08,1.81e-10,5.762891e-08
NOR,4,0.757,5.4738279e-07,8.407e-09,9.197e-09,9.197e-09,8.407e-09,2.0718439e-07
D Flip-Flop,18,0.934,7.9265068e-07,1.6521e-08,1.1259e-08,1.1259e-08,1.6521e-08,3.7016787e-07
D Flip-Flop,18,0.228,2.0925097e-07,2.2707e-08,2.2557e-08,2.2557e-08,2.2707e-08,2.385461e-08
Mux,16,0.838,4.9020214e-07,5.942e-09,4.698e-09,4.698e-09,5.942e-09,2.053947e-07
AND,6,0.693,6.1135447e-07,1.3573e-08,2.0189e-08,2.0189e-08,1.3573e-08,2.1183432e-07
D Flip-Flop,18,0.871,1.6860271e-07,1.3496e-08,5.53e-10,5.53e-10,1.3496e-08,7.342648e-08
Inverter,2,0.799,7.8076991e-07,2.1867e-08,2.3022e-08,2.3022e-08,2.1867e-08,3.1191758e-07
D Flip-Flop,18,0.353,3.0634309e-07,1.358e-09,1.2557e-08,1.2557e-08,1.358e-09,5.406956e-08
NOR,4,0.777,2.1891285e-07,1.0669e-08,5.746e-09,5.746e-09,1.0669e-08,8.504764e-08
XOR,10,0.27,5.6270586e-07,4.643e-09,1.71e-10,1.71e-10,4.643e-09,7.596529e-08
AND,6,0.335,4.1621049e-07,6.36e-10,1.4033e-08,1.4033e-08,6.36e-10,6.971526e-08
OR,6,0.117,9.2108309e-07,3.761e-09,6.188e-09,6.188e-09,3.761e-09,5.388336e-08
D Flip-Flop,18,0.936,8.8126207e-07,2.4414e-08,1.5818e-08,1.5818e-08,2.4414e-08,4.1243065e-07
NAND,4,0.298,4.8851716e-07,5.45e-09,7.101e-09,7.101e-09,5.45e-09,7.278906e-08
Mux,16,0.525,3.6567114e-07,2.3382e-08,2.292e-09,2.292e-09,2.3382e-08,9.598867e-08
Mux,16,0.397,3.322628e-07,5.211e-09,1.2676e-08,1.2676e-08,5.211e-09,6.595417e-08
Mux,16,0.96,2.7488799e-07,2.3289e-08,1.4156e-08,1.4156e-08,2.3289e-08,1.3194624e-07
XNOR,10,0.342,5.4910238e-07,1.64e-08,1.1369e-08,1.1369e-08,1.64e-08,9.389651e-08
AND,6,0.781,8.0692882e-07,2.919e-09,1.1505e-08,1.1505e-08,2.919e-09,3.151057e-07
AND,6,0.857,3.1764904e-07,1.459e-08,1.4782e-08,1.4782e-08,1.459e-08,1.3611261e-07
Inverter,2,0.441,1.9819315e-07,8.031e-09,1.3206e-08,1.3206e-08,8.031e-09,4.370159e-08
D Flip-Flop,18,0.384,4.8072897e-07,9.641e-09,3.401e-09,3.401e-09,9.641e-09,9.229996e-08
OR,6,0.75,7.834407e-08,1.106e-08,5.007e-09,5.007e-09,1.106e-08,2.937903e-08
Mux,16,0.914,7.0426622e-07,1.0625e-08,3.631e-09,3.631e-09,1.0625e-08,3.2184966e-07
D Flip-Flop,18,0.757,5.2317468e-07,1.6636e-08,1.7363e-08,1.7363e-08,1.6636e-08,1.9802162e-07
AND,6,0.235,5.0141106e-07,1.9232e-08,1.3262e-08,1.3262e-08,1.9232e-08,5.89158e-08
NOR,4,0.889,3.0744093e-07,8.297e-09,1.0803e-08,1.0803e-08,8.297e-09,1.3665749e-07
Mux,16,0.394,9.056267e-07,2.3117e-08,1.9979e-08,1.9979e-08,2.3117e-08,1.7840846e-07
D Flip-Flop,18,0.58,9.958143e-08,2.3468e-08,8.212e-09,8.212e-09,2.3468e-08,2.887861e-08
AND,6,0.833,8.7112577e-07,1.113e-09,1.4246e-08,1.4246e-08,1.113e-09,3.6282388e-07
XOR,10,0.197,3.8293815e-07,4.71e-10,1.953e-09,1.953e-09,4.71e-10,3.771941e-08
AND,6,0.787,8.8181728e-07,1.0684e-08,1.8636e-08,1.8636e-08,1.0684e-08,3.469951e-07
NAND,4,0.6,7.3147384e-07,1.4807e-08,1.741e-08,1.741e-08,1.4807e-08,2.1944215e-07
XNOR,10,0.894,1.1312902e-07,7.02e-09,2.0079e-08,2.0079e-08,7.02e-09,5.056867e-08
XNOR,10,0.18,8.3322092e-07,6.559e-09,2.2123e-08,2.2123e-08,6.559e-09,7.498988e-08
Mux,16,0.426,6.8535507e-07,1.6991e-08,1.8975e-08,1.8975e-08,1.6991e-08,1.4598063e-07
XOR,10,0.835,4.197889e-08,1.5082e-08,2.1128e-08,2.1128e-08,1.5082e-08,1.752619e-08
XOR,10,0.029,1.4236566e-07,4.262e-09,8.707e-09,8.707e-09,4.262e-09,2.0643e-09
Mux,16,0.121,6.3927178e-07,2.2124e-08,8.649e-09,8.649e-09,2.2124e-08,3.867594e-08
D Flip-Flop,18,0.991,6.659745e-07,1.7031e-08,2.3613e-08,2.3613e-08,1.7031e-08,3.2999036e-07
Mux,16,0.288,7.4918492e-07,9.128e-09,2.2873e-08,2.2873e-08,9.128e-09,1.0788263e-07
OR,6,0.976,7.2304295e-07,1.7122e-08,1.3758e-08,1.3758e-08,1.7122e-08,3.5284496e-07
OR,6,0.191,6.6292476e-07,2.905e-09,9.227e-09,9.227e-09,2.905e-09,6.330931e-08
XNOR,10,0.367,7.6857651e-07,1.176e-08,2.1663e-08,2.1663e-08,1.176e-08,1.4103379e-07
AND,6,0.755,5.7933485e-07,4.308e-09,8.153e-09,8.153e-09,4.308e-09,2.1869891e-07
Mux,16,0.661,2.6818347e-07,1.132e-09,3.926e-09,3.926e-09,1.132e-09,8.863464e-08
Mux,16,0.585,9.1325285e-07,8.524e-09,1.6023e-08,1.6023e-08,8.524e-09,2.6712646e-07
D Flip-Flop,18,0.535,2.803189e-08,3.853e-09,1.161e-09,1.161e-09,3.853e-09,7.49853e-09
Inverter,2,0.845,3.728961e-07,1.5875e-08,9.54e-09,9.54e-09,1.5875e-08,1.575486e-07
XNOR,10,0.243,7.3158159e-07,1.6884e-08,2.0211e-08,2.0211e-08,1.6884e-08,8.888716e-08
XNOR,10,0.448,4.3288448e-07,3.802e-09,7.451e-09,7.451e-09,3.802e-09,9.696612e-08
XNOR,10,0.164,3.458606e-08,7.13e-10,2.329e-08,2.329e-08,7.13e-10,2.83606e-09
AND,6,0.6,7.532109e-08,1.9841e-08,2.39e-08,2.39e-08,1.9841e-08,2.259633e-08
NOR,4,0.258,6.52151e-07,1.51e-10,2.0414e-08,2.0414e-08,1.51e-10,8.412748e-08
Inverter,2,0.341,9.6521595e-07,8.663e-09,2.4692e-08,2.4692e-08,8.663e-09,1.6456932e-07
AND,6,0.477,5.56345e-07,1.2415e-08,1.3316e-08,1.3316e-08,1.2415e-08,1.3268828e-07
OR,6,0.037,5.1169024e-07,2.0484e-08,1.4273e-08,1.4273e-08,2.0484e-08,9.46627e-09
D Flip-Flop,18,0.101,3.2514196e-07,2.098e-08,2.0921e-08,2.0921e-08,2.098e-08,1.641967e-08
OR,6,0.689,2.6412377e-07,1.8151e-08,1.2371e-08,1.2371e-08,1.8151e-08,9.099064e-08
XOR,10,0.435,3.077513e-08,6.255e-09,1.0227e-08,1.0227e-08,6.255e-09,6.69359e-09
XNOR,10,0.866,2.8022532e-07,1.8033e-08,1.5407e-08,1.5407e-08,1.8033e-08,1.2133756e-07
NAND,4,0.698,4.5461934e-07,6.239e-09,1.6476e-08,1.6476e-08,6.239e-09,1.5866215e-07
XNOR,10,0.018,2.0597029e-07,5.444e-09,1.8797e-08,1.8797e-08,5.444e-09,1.85373e-09
XNOR,10,0.621,9.647451e-08,1.3723e-08,1.6738e-08,1.6738e-08,1.3723e-08,2.995534e-08
D Flip-Flop,18,0.103,7.2055059e-07,1.7003e-08,1.8668e-08,1.8668e-08,1.7003e-08,3.710836e-08
Inverter,2,0.783,8.9567407e-07,1.421e-09,1.6897e-08,1.6897e-08,1.421e-09,3.506564e-07
OR,6,0.992,9.3740435e-07,1.595e-09,1.2063e-08,1.2063e-08,1.595e-09,4.6495256e-07
XOR,10,0.536,6.2181874e-07,1.9626e-08,3.46e-09,3.46e-09,1.9626e-08,1.6664742e-07
XNOR,10,0.686,6.224684e-08,2.1501e-08,1.9658e-08,1.9658e-08,2.1501e-08,2.135067e-08
Mux,16,0.245,7.43454e-07,1.5151e-08,8.66e-10,8.66e-10,1.5151e-08,9.107312e-08
NOR,4,0.443,1.1899435e-07,1.0778e-08,2.4813e-08,2.4813e-08,1.0778e-08,2.635725e-08
Mux,16,0.858,6.7305064e-07,2.1148e-08,2.0729e-08,2.0729e-08,2.1148e-08,2.8873872e-07
Mux,16,0.176,7.8157218e-07,1.8248e-08,1.6806e-08,1.6806e-08,1.8248e-08,6.877835e-08
D Flip-Flop,18,0.273,7.2860606e-07,1.4532e-08,2.4169e-08,2.4169e-08,1.4532e-08,9.945473e-08
NAND,4,0.451,9.5236497e-07,8.062e-09,1.5351e-08,1.5351e-08,8.062e-09,2.147583e-07
NAND,4,0.715,7.4076482e-07,5.03e-09,1.505e-09,1.505e-09,5.03e-09,2.6482342e-07
OR,6,0.382,6.9627768e-07,1.0525e-08,1.4029e-08,1.4029e-08,1.0525e-08,1.3298904e-07
NAND,4,0.928,2.6912574e-07,7.242e-09,7.002e-09,7.002e-09,7.242e-09,1.2487434e-07
Mux,16,0.104,9.25521e-07,8.548e-09,9.3e-09,9.3e-09,8.548e-09,4.812709e-08
D Flip-Flop,18,0.377,1.8774843e-07,1.2939e-08,1.1544e-08,1.1544e-08,1.2939e-08,3.539058e-08
XOR,10,0.712,9.0584765e-07,4.31e-09,1.9388e-08,1.9388e-08,4.31e-09,3.2248176e-07
OR,6,0.234,3.1953592e-07,2.0174e-08,1.2623e-08,1.2623e-08,2.0174e-08,3.73857e-08
AND,6,0.66,1.3886196e-07,3.724e-09,1.192e-08,1.192e-08,3.724e-09,4.582445e-08
XOR,10,0.173,8.284162e-07,1.2077e-08,7.619e-09,7.619e-09,1.2077e-08,7.1658e-08
Inverter,2,0.065,1.24705e-08,1.8675e-08,1.3543e-08,1.3543e-08,1.8675e-08,4.0529e-10
Inverter,2,0.13,8.3376743e-07,1.2177e-08,6.285e-09,6.285e-09,1.2177e-08,5.419488e-08
Inverter,2,0.931,2.6968872e-07,9.089e-09,6.599e-09,6.599e-09,9.089e-09,1.255401e-07
Inverter,2,0.556,8.8587406e-07,1.1925e-08,1.8956e-08,1.8956e-08,1.1925e-08,2.4627299e-07
D Flip-Flop,18,0.798,6.9456439e-07,2.1232e-08,8.629e-09,8.629e-09,2.1232e-08,2.7713119e-07
XOR,10,0.339,6.695215e-07,2.4762e-08,1.38e-09,1.38e-09,2.4762e-08,1.1348389e-07
XNOR,10,0.597,3.7166637e-07,1.5815e-08,8.658e-09,8.658e-09,1.5815e-08,1.1094241e-07
NOR,4,0.5,6.880894e-08,1.9857e-08,1.6e-08,1.6e-08,1.9857e-08,1.720224e-08
OR,6,0.946,8.3177237e-07,4.61e-10,2.0368e-08,2.0368e-08,4.61e-10,3.9342833e-07
AND,6,0.75,1.7919476e-07,2.2021e-08,2.4052e-08,2.4052e-08,2.2021e-08,6.719804e-08
Mux,16,0.733,3.7853606e-07,2.3856e-08,1.8681e-08,1.8681e-08,2.3856e-08,1.3873347e-07
Inverter,2,0.056,6.0435114e-07,1.4422e-08,1.0778e-08,1.0778e-08,1.4422e-08,1.692183e-08
AND,6,0.554,4.874312e-07,1.887e-08,7.548e-09,7.548e-09,1.887e-08,1.3501844e-07
NOR,4,0.472,2.0667403e-07,1.2867e-08,3.328e-09,3.328e-09,1.2867e-08,4.877507e-08
AND,6,0.929,1.4921019e-07,7.226e-09,1.5729e-08,1.5729e-08,7.226e-09,6.930813e-08
XOR,10,0.265,1.3201381e-07,2.1321e-08,1.2796e-08,1.2796e-08,2.1321e-08,1.749183e-08
AND,6,0.277,8.643778e-07,1.4961e-08,1.6975e-08,1.6975e-08,1.4961e-08,1.1971633e-07
Inverter,2,0.417,4.124395e-08,1.4527e-08,6.005e-09,6.005e-09,1.4527e-08,8.59936e-09
NOR,4,0.251,9.7724412e-07,1.6512e-08,8.159e-09,8.159e-09,1.6512e-08,1.2264414e-07
Mux,16,0.138,2.065434e-07,2.1414e-08,7.373e-09,7.373e-09,2.1414e-08,1.425149e-08
XNOR,10,0.859,1.1921907e-07,1.8324e-08,1.9962e-08,1.9962e-08,1.8324e-08,5.120459e-08
NAND,4,0.563,5.8120194e-07,5.357e-09,4.364e-09,4.364e-09,5.357e-09,1.6360835e-07
Inverter,2,0.863,8.91861e-08,1.1724e-08,1.5251e-08,1.5251e-08,1.1724e-08,3.84838e-08
NOR,4,0.833,6.0642873e-07,2.4509e-08,1.379e-09,1.379e-09,2.4509e-08,2.5257757e-07
XOR,10,0.289,8.5212038e-07,1.3909e-08,1.3783e-08,1.3783e-08,1.3909e-08,1.2313139e-07
D Flip-Flop,18,0.552,5.741904e-08,2.3462e-08,1.691e-09,1.691e-09,2.3462e-08,1.584766e-08
NOR,4,0.092,8.0186992e-07,2.0353e-08,4.479e-09,4.479e-09,2.0353e-08,3.688602e-08
NAND,4,0.916,4.0053267e-07,1.6684e-08,2.914e-09,2.914e-09,1.6684e-08,1.8344396e-07
NAND,4,0.41,1.6789573e-07,8.799e-09,8.733e-09,8.733e-09,8.799e-09,3.441862e-08
OR,6,0.4,1.8433552e-07,7.678e-09,8.659e-09,8.659e-09,7.678e-09,3.68671e-08
XNOR,10,0.31,9.195769e-07,1.6121e-08,2.0678e-08,2.0678e-08,1.6121e-08,1.4253442e-07
NAND,4,0.466,1.1949969e-07,1.0871e-08,5.72e-09,5.72e-09,1.0871e-08,2.784343e-08
OR,6,0.259,8.6811496e-07,1.9989e-08,2.251e-09,2.251e-09,1.9989e-08,1.1242089e-07
OR,6,0.381,5.4880217e-07,1.9035e-08,1.5127e-08,1.5127e-08,1.9035e-08,1.0454681e-07
OR,6,0.802,4.866562e-08,7.872e-09,1.7218e-08,1.7218e-08,7.872e-09,1.951491e-08
NOR,4,0.836,4.6983138e-07,1.7598e-08,7.441e-09,7.441e-09,1.7598e-08,1.9638952e-07
OR,6,0.311,8.1927502e-07,1.2414e-08,1.511e-08,1.511e-08,1.2414e-08,1.2739727e-07
Inverter,2,0.474,7.2894076e-07,8.15e-09,1.9424e-08,1.9424e-08,8.15e-09,1.7275896e-07
Inverter,2,0.875,4.9389459e-07,1.0383e-08,8.754e-09,8.754e-09,1.0383e-08,2.1607888e-07
D Flip-Flop,18,0.062,8.6144938e-07,2.2394e-08,1.3181e-08,1.3181e-08,2.2394e-08,2.670493e-08
NAND,4,0.89,1.2916111e-07,9.052e-09,3.751e-09,3.751e-09,9.052e-09,5.747669e-08
XNOR,10,0.227,9.1084164e-07,7.256e-09,6.89e-10,6.89e-10,7.256e-09,1.0338053e-07
OR,6,0.682,8.479768e-07,8.86e-09,2.4536e-08,2.4536e-08,8.86e-09,2.8916009e-07
XOR,10,0.587,7.1119406e-07,5.444e-09,7.563e-09,7.563e-09,5.444e-09,2.0873546e-07
XOR,10,0.557,8.1970886e-07,1.3661e-08,7.045e-09,7.045e-09,1.3661e-08,2.2828892e-07
NAND,4,0.861,5.4837735e-07,3.771e-09,2.4334e-08,2.4334e-08,3.771e-09,2.3607645e-07
D Flip-Flop,18,0.111,6.784108e-07,2.0454e-08,1.8233e-08,1.8233e-08,2.0454e-08,3.76518e-08
XOR,10,0.354,5.6499209e-07,5.717e-09,1.4674e-08,1.4674e-08,5.717e-09,1.000036e-07
Inverter,2,0.543,3.6187425e-07,1.4992e-08,1.7513e-08,1.7513e-08,1.4992e-08,9.824886e-08
AND,6,0.813,5.7317219e-07,3.213e-09,1.7777e-08,1.7777e-08,3.213e-09,2.329945e-07
NOR,4,0.224,2.6489068e-07,2.4463e-08,1.9107e-08,1.9107e-08,2.4463e-08,2.966776e-08
Mux,16,0.805,4.4587638e-07,1.1419e-08,1.773e-09,1.773e-09,1.1419e-08,1.7946524e-07
XOR,10,0.406,2.8796765e-07,2.0572e-08,1.038e-08,1.038e-08,2.0572e-08,5.845743e-08
XNOR,10,0.197,1.3165891e-07,1.9239e-08,7.449e-09,7.449e-09,1.9239e-08,1.29684e-08
OR,6,0.761,3.2864324e-07,1.7871e-08,1.857e-09,1.857e-09,1.7871e-08,1.2504875e-07
XNOR,10,0.1,8.5346735e-07,2.0701e-08,1.0374e-08,1.0374e-08,2.0701e-08,4.267337e-08
NOR,4,0.52,3.8726996e-07,2.602e-09,1.5443e-08,1.5443e-08,2.602e-09,1.0069019e-07
Inverter,2,0.073,7.5052361e-07,1.6995e-08,4.545e-09,4.545e-09,1.6995e-08,2.739411e-08
D Flip-Flop,18,0.363,1.8344588e-07,6.719e-09,7.695e-09,7.695e-09,6.719e-09,3.329543e-08
NOR,4,0.605,4.3017497e-07,1.9668e-08,1.6015e-08,1.6015e-08,1.9668e-08,1.3012793e-07
Mux,16,0.561,1.2370751e-07,2.3926e-08,1.4525e-08,1.4525e-08,2.3926e-08,3.469996e-08
AND,6,0.411,1.4723485e-07,2.2547e-08,2.1733e-08,2.1733e-08,2.2547e-08,3.025676e-08
XOR,10,0.435,6.2126202e-07,2.962e-09,1.9802e-08,1.9802e-08,2.962e-09,1.3512449e-07
D Flip-Flop,18,0.235,6.11407e-07,9.302e-09,2.4144e-08,2.4144e-08,9.302e-09,7.184032e-08
D Flip-Flop,18,0.461,2.2123819e-07,9.172e-09,1.497e-08,1.497e-08,9.172e-09,5.09954e-08
XOR,10,0.954,4.7967896e-07,3.145e-09,1.7492e-08,1.7492e-08,3.145e-09,2.2880686e-07
XOR,10,0.852,8.6467311e-07,2.543e-09,2.1527e-08,2.1527e-08,2.543e-09,3.6835074e-07
XOR,10,0.154,1.8245949e-07,9.684e-09,2.1016e-08,2.1016e-08,9.684e-09,1.404938e-08
XOR,10,0.039,2.901843e-08,2.4803e-08,1.7996e-08,1.7996e-08,2.4803e-08,5.6586e-10
XOR,10,0.934,6.5547519e-07,1.4267e-08,1.2556e-08,1.2556e-08,1.4267e-08,3.0610691e-07
D Flip-Flop,18,0.531,6.296323e-08,1.5582e-08,6.903e-09,6.903e-09,1.5582e-08,1.671674e-08
NAND,4,0.542,9.8014084e-07,1.1828e-08,2.1943e-08,2.1943e-08,1.1828e-08,2.6561817e-07
NAND,4,0.783,6.1352408e-07,1.6592e-08,1.9439e-08,1.9439e-08,1.6592e-08,2.4019468e-07
XNOR,10,0.322,4.7569239e-07,2.3921e-08,2.0964e-08,2.0964e-08,2.3921e-08,7.658647e-08
NAND,4,0.487,4.3569261e-07,1.4759e-08,3.606e-09,3.606e-09,1.4759e-08,1.0609115e-07
Mux,16,0.969,5.7733995e-07,1.719e-09,7.939e-09,7.939e-09,1.719e-09,2.7972121e-07
NAND,4,0.675,9.971819e-08,1.2373e-08,1.068e-08,1.068e-08,1.2373e-08,3.365489e-08
D Flip-Flop,18,0.162,9.3071887e-07,2.482e-08,2.0975e-08,2.0975e-08,2.482e-08,7.538823e-08
XOR,10,0.142,6.2938565e-07,9.746e-09,2.2333e-08,2.2333e-08,9.746e-09,4.468638e-08
OR,6,0.212,1.9213871e-07,1.4888e-08,7.194e-09,7.194e-09,1.4888e-08,2.03667e-08
OR,6,0.769,5.6695524e-07,2.755e-09,1.7192e-08,1.7192e-08,2.755e-09,2.1799429e-07
Mux,16,0.302,1.4192394e-07,3.615e-09,2.038e-09,2.038e-09,3.615e-09,2.143051e-08
D Flip-Flop,18,0.031,2.737719e-08,2.188e-08,1.0298e-08,1.0298e-08,2.188e-08,4.2435e-10
Inverter,2,0.945,6.3421182e-07,7.579e-09,1.2218e-08,1.2218e-08,7.579e-09,2.9966508e-07
NOR,4,0.178,6.5199851e-07,7.706e-09,1.9164e-08,1.9164e-08,7.706e-09,5.802787e-08
XNOR,10,0.019,5.8785962e-07,9.742e-09,2.231e-08,2.231e-08,9.742e-09,5.58467e-09
Inverter,2,0.245,1.9164837e-07,2.4165e-08,8.498e-09,8.498e-09,2.4165e-08,2.347693e-08
D Flip-Flop,18,0.243,6.0739556e-07,2.201e-09,1.3241e-08,1.3241e-08,2.201e-09,7.379856e-08
NAND,4,0.428,6.594583e-08,2.0487e-08,1.6221e-08,1.6221e-08,2.0487e-08,1.411241e-08
XOR,10,0.921,6.1314597e-07,8.605e-09,8.284e-09,8.284e-09,8.605e-09,2.8235372e-07
Inverter,2,0.88,5.5847685e-07,2.1252e-08,2.464e-08,2.464e-08,2.1252e-08,2.4572981e-07
NOR,4,0.462,6.5870228e-07,2.4795e-08,2.1907e-08,2.1907e-08,2.4795e-08,1.5216023e-07
OR,6,0.417,8.9652085e-07,8.782e-09,7.48e-09,7.48e-09,8.782e-09,1.869246e-07
NOR,4,0.559,8.5185452e-07,3.321e-09,1.2748e-08,1.2748e-08,3.321e-09,2.3809334e-07
XOR,10,0.251,9.8084765e-07,3.695e-09,5.848e-09,5.848e-09,3.695e-09,1.2309638e-07
NAND,4,0.062,9.7647862e-07,1.8993e-08,1.2911e-08,1.2911e-08,1.8993e-08,3.027084e-08
NOR,4,0.94,7.745965e-07,3.709e-09,1.7115e-08,1.7115e-08,3.709e-09,3.6406035e-07
XNOR,10,0.195,9.5685543e-07,6.584e-09,2.229e-09,2.229e-09,6.584e-09,9.32934e-08
NOR,4,0.206,8.6861105e-07,5.19e-09,2.1766e-08,2.1766e-08,5.19e-09,8.946694e-08
D Flip-Flop,18,0.478,7.3030663e-07,8.956e-09,1.4884e-08,1.4884e-08,8.956e-09,1.7454328e-07
NAND,4,0.497,8.463041e-08,1.952e-09,2.4741e-08,2.4741e-08,1.952e-09,2.103066e-08
XOR,10,0.028,5.855939e-08,2.1433e-08,7.37e-10,7.37e-10,2.1433e-08,8.1983e-10
OR,6,0.156,8.3922357e-07,2.1518e-08,2.0804e-08,2.0804e-08,2.1518e-08,6.545944e-08
OR,6,0.384,4.947593e-07,1.0382e-08,1.982e-08,1.982e-08,1.0382e-08,9.499379e-08
NOR,4,0.687,8.1646062e-07,1.5341e-08,3.408e-09,3.408e-09,1.5341e-08,2.8045422e-07
D Flip-Flop,18,0.236,3.1978909e-07,1.6085e-08,8.449e-09,8.449e-09,1.6085e-08,3.773511e-08
Inverter,2,0.429,4.0367336e-07,1.8757e-08,2.2131e-08,2.2131e-08,1.8757e-08,8.658794e-08
Inverter,2,0.562,7.0318485e-07,1.3065e-08,1.301e-08,1.301e-08,1.3065e-08,1.9759494e-07
D Flip-Flop,18,0.89,9.1617347e-07,1.2807e-08,1.0092e-08,1.0092e-08,1.2807e-08,4.0769719e-07
XNOR,10,0.333,9.688386e-08,1.5819e-08,2.2647e-08,2.2647e-08,1.5819e-08,1.613116e-08
Inverter,2,0.142,8.6286336e-07,1.7606e-08,2.424e-09,2.424e-09,1.7606e-08,6.12633e-08
Inverter,2,0.494,7.950826e-07,8.733e-09,1.1881e-08,1.1881e-08,8.733e-09,1.963854e-07
XOR,10,0.749,3.2238388e-07,8.326e-09,1.6344e-08,1.6344e-08,8.326e-09,1.2073276e-07
XOR,10,0.119,3.6166445e-07,6.816e-09,1.5253e-08,1.5253e-08,6.816e-09,2.151903e-08
NAND,4,0.43,5.599686e-08,1.3766e-08,6.68e-09,6.68e-09,1.3766e-08,1.203932e-08
XNOR,10,0.028,2.558321e-08,9.068e-09,1.4126e-08,1.4126e-08,9.068e-09,3.5816e-10
XNOR,10,0.043,4.8223607e-07,1.3554e-08,1.7743e-08,1.7743e-08,1.3554e-08,1.036808e-08
